20	25	30	35
11211.55	41.272	42.527	43.43	321.262 		5379.23	37.361	39.925	40.933	212.325 		2756.96	34.087	37.697	38.784	145.322 		1445.81	30.957	35.864	36.842	101.874 		
7818.62	42.355	44.412	45.452	155.425 		4114.53	39.089	42.292	42.938	113.824 		2105.42	35.977	39.668	39.991	82.628 		1092.8	33.29	37.113	37.333	63.022 		
9964.8	41.096	43.907	45.574	125.367 		5083.73	38.732	42.032	43.333	83.697 		2848.53	35.969	40.035	41.001	61.534 		1580.0	32.867	38.385	39.153	49.305 		
18988.36	41.554	42.912	43.511	194.322 		10761.51	37.277	39.85	40.356	145.522 		5754.62	33.297	37.313	37.651	120.651 		3000.71	29.693	35.304	35.473	87.104 		
11259.55	41.281	42.51	43.411	314.505 		5443.68	37.369	39.931	40.917	212.889 		2812.75	34.109	37.661	38.769	142.143 		1466.11	30.933	35.824	36.753	102.913 		
7854.53	42.371	44.414	45.457	155.858 		4133.69	39.087	42.285	42.92	114.308 		2116.8	35.959	39.672	39.983	83.215 		1106.98	33.283	37.084	37.3	68.501 		
9974.99	41.096	43.905	45.578	136.684 		5074.93	38.716	42.039	43.333	92.531 		2840.37	35.944	40.012	40.989	65.241 		1586.99	32.895	38.396	39.153	52.323 		
18975.16	41.551	42.91	43.515	204.728 		10764.89	37.278	39.863	40.368	153.542 		5761.56	33.311	37.305	37.651	126.541 		2994.0	29.688	35.326	35.476	91.91 		
11445.81	41.296	42.526	43.408	325.953 		5520.96	37.365	39.914	40.905	222.378 		2844.37	34.079	37.595	38.701	152.991 		1510.99	30.901	35.681	36.66	112.865 		
7900.04	42.372	44.405	45.461	161.269 		4153.91	39.083	42.283	42.923	119.834 		2132.27	35.962	39.614	39.944	87.666 		1116.62	33.284	37.075	37.279	67.499 		
9985.6	41.091	43.895	45.581	131.951 		5098.4	38.728	42.034	43.334	87.401 		2867.73	35.954	40.011	41.0	62.91 		1596.16	32.886	38.369	39.146	48.381 		
18973.16	41.553	42.919	43.523	186.552 		10781.73	37.295	39.85	40.366	140.893 		5765.56	33.313	37.302	37.651	119.633 		2993.73	29.691	35.315	35.454	87.466 		
11601.25	41.278	42.52	43.371	303.994 		5717.81	37.355	39.844	40.829	209.917 		2962.67	34.026	37.513	38.601	149.716 		1595.17	30.827	35.507	36.557	110.201 		
7966.4	42.361	44.395	45.422	150.504 		4213.47	39.08	42.246	42.866	122.699 		2170.53	35.942	39.549	39.89	90.505 		1143.11	33.264	36.997	37.236	71.336 		
10109.76	41.095	43.908	45.578	134.424 		5153.71	38.728	42.034	43.317	90.327 		2904.64	35.924	39.987	40.978	67.511 		1623.73	32.836	38.361	39.111	51.939 		
18974.18	41.546	42.917	43.514	186.442 		10745.07	37.271	39.843	40.362	140.017 		5762.31	33.307	37.293	37.652	114.949 		3009.47	29.687	35.298	35.453	83.405 		
11211.55	41.272	42.527	43.43	302.974 		5379.23	37.361	39.925	40.933	203.764 		2756.96	34.087	37.697	38.784	140.739 		1445.81	30.957	35.864	36.842	98.228 		
7818.62	42.355	44.412	45.452	152.31 		4114.53	39.089	42.292	42.938	112.069 		2105.42	35.977	39.668	39.991	81.514 		1092.8	33.29	37.113	37.333	62.227 		
9964.8	41.096	43.907	45.574	123.717 		5083.73	38.732	42.032	43.333	83.075 		2848.53	35.969	40.035	41.001	61.221 		1580.0	32.867	38.385	39.153	48.486 		
18988.36	41.554	42.912	43.511	190.155 		10761.51	37.277	39.85	40.356	143.642 		5754.62	33.297	37.313	37.651	118.597 		3000.71	29.693	35.304	35.473	86.267 		
11375.47	41.279	42.516	43.409	291.493 		5469.47	37.338	39.872	40.87	200.907 		2797.47	34.02	37.655	38.729	131.865 		1455.47	30.873	35.802	36.762	97.728 		
8175.24	42.079	44.228	45.242	156.678 		4244.4	38.882	42.179	42.815	115.434 		2155.42	35.823	39.615	39.92	81.609 		1114.53	33.187	37.085	37.304	61.223 		
10084.37	41.086	43.896	45.548	123.748 		5137.12	38.706	42.013	43.304	82.733 		2869.97	35.942	40.023	40.985	60.089 		1586.93	32.838	38.381	39.145	47.202 		
18972.76	41.551	42.915	43.506	186.153 		10763.73	37.281	39.852	40.358	140.219 		5758.84	33.305	37.317	37.66	115.002 		3002.89	29.702	35.311	35.461	83.443 		
11955.68	41.291	42.466	43.354	300.546 		5787.87	37.248	39.724	40.724	210.166 		2934.03	33.838	37.482	38.571	140.4 		1502.43	30.619	35.642	36.637	99.429 		
8706.84	41.89	44.023	44.97	170.176 		4505.96	38.679	41.927	42.54	122.453 		2258.76	35.578	39.464	39.774	87.936 		1166.31	32.98	36.96	37.198	63.122 		
10670.03	41.039	43.831	45.456	131.084 		5396.32	38.599	41.954	43.223	87.471 		2965.92	35.772	39.975	40.914	61.892 		1638.4	32.71	38.339	39.095	47.506 		
22758.71	40.407	42.044	42.587	236.539 		12346.18	36.097	39.179	39.564	172.095 		6364.98	32.257	36.887	37.163	124.994 		3234.76	28.934	35.099	35.269	92.666 		
