20	25	30	35
2837.92	34.058	37.901	38.944	140.577 		2837.92	34.058	37.901	38.944	143.198 		2837.92	34.058	37.901	38.944	143.919 		2837.92	34.058	37.901	38.944	144.655 		
2376.22	36.469	40.467	40.804	80.857 		2376.22	36.469	40.467	40.804	80.176 		2376.22	36.469	40.467	40.804	79.65 		2376.22	36.469	40.467	40.804	80.486 		
3117.97	36.374	40.571	41.617	60.373 		3117.97	36.374	40.571	41.617	60.739 		3117.97	36.374	40.571	41.617	60.699 		3117.97	36.374	40.571	41.617	60.772 		
6089.38	33.824	37.891	38.309	120.405 		6089.38	33.824	37.891	38.309	119.746 		6089.38	33.824	37.891	38.309	118.731 		6089.38	33.824	37.891	38.309	120.122 		
2882.56	34.046	37.866	38.872	140.38 		2882.56	34.046	37.866	38.872	140.524 		2882.56	34.046	37.866	38.872	140.215 		2882.56	34.046	37.866	38.872	139.798 		
2381.87	36.466	40.466	40.807	79.076 		2381.87	36.466	40.466	40.807	78.758 		2381.87	36.466	40.466	40.807	78.79 		2381.87	36.466	40.466	40.807	78.929 		
3118.61	36.377	40.56	41.583	58.378 		3118.61	36.377	40.56	41.583	58.399 		3118.61	36.377	40.56	41.583	58.433 		3118.61	36.377	40.56	41.583	58.37 		
6083.47	33.824	37.869	38.3	115.572 		6083.47	33.824	37.869	38.3	115.885 		6083.47	33.824	37.869	38.3	115.772 		6083.47	33.824	37.869	38.3	115.475 		
2973.01	34.02	37.707	38.679	144.658 		2973.01	34.02	37.707	38.679	144.655 		2973.01	34.02	37.707	38.679	144.401 		2973.01	34.02	37.707	38.679	144.62 		
2410.4	36.473	40.424	40.739	79.229 		2410.4	36.473	40.424	40.739	79.274 		2410.4	36.473	40.424	40.739	79.619 		2410.4	36.473	40.424	40.739	79.061 		
3131.79	36.352	40.534	41.562	58.497 		3131.79	36.352	40.534	41.562	58.275 		3131.79	36.352	40.534	41.562	58.447 		3131.79	36.352	40.534	41.562	58.545 		
6094.4	33.83	37.886	38.307	113.848 		6094.4	33.83	37.886	38.307	113.881 		6094.4	33.83	37.886	38.307	113.997 		6094.4	33.83	37.886	38.307	113.715 		
3052.45	33.982	37.723	38.703	148.887 		3052.45	33.982	37.723	38.703	149.196 		3052.45	33.982	37.723	38.703	148.908 		3052.45	33.982	37.723	38.703	148.694 		
2436.8	36.463	40.373	40.698	79.975 		2436.8	36.463	40.373	40.698	79.929 		2436.8	36.463	40.373	40.698	80.286 		2436.8	36.463	40.373	40.698	79.953 		
3169.49	36.339	40.523	41.565	59.577 		3169.49	36.339	40.523	41.565	59.476 		3169.49	36.339	40.523	41.565	59.513 		3169.49	36.339	40.523	41.565	59.417 		
6092.0	33.828	37.888	38.302	112.553 		6092.0	33.828	37.888	38.302	112.666 		6092.0	33.828	37.888	38.302	112.576 		6092.0	33.828	37.888	38.302	115.365 		
2837.92	34.058	37.901	38.944	141.005 		2837.92	34.058	37.901	38.944	142.371 		2837.92	34.058	37.901	38.944	140.649 		2837.92	34.058	37.901	38.944	140.868 		
2376.22	36.469	40.467	40.804	80.901 		2376.22	36.469	40.467	40.804	81.236 		2376.22	36.469	40.467	40.804	80.182 		2376.22	36.469	40.467	40.804	80.944 		
3117.97	36.374	40.571	41.617	59.754 		3117.97	36.374	40.571	41.617	59.439 		3117.97	36.374	40.571	41.617	59.988 		3117.97	36.374	40.571	41.617	59.807 		
6089.38	33.824	37.891	38.309	118.631 		6089.38	33.824	37.891	38.309	117.876 		6089.38	33.824	37.891	38.309	120.575 		6089.38	33.824	37.891	38.309	119.819 		
2876.19	33.987	37.814	38.835	137.286 		2876.19	33.987	37.814	38.835	136.241 		2876.19	33.987	37.814	38.835	136.092 		2876.19	33.987	37.814	38.835	136.971 		
2439.02	36.281	40.381	40.707	80.017 		2439.02	36.281	40.381	40.707	79.731 		2439.02	36.281	40.381	40.707	80.756 		2439.02	36.281	40.381	40.707	83.711 		
3130.24	36.315	40.552	41.589	59.525 		3130.24	36.315	40.552	41.589	59.728 		3130.24	36.315	40.552	41.589	59.509 		3130.24	36.315	40.552	41.589	60.028 		
6089.73	33.822	37.886	38.314	117.61 		6089.73	33.822	37.886	38.314	117.967 		6089.73	33.822	37.886	38.314	118.585 		6089.73	33.822	37.886	38.314	118.495 		
3011.79	33.784	37.615	38.61	145.81 		3011.79	33.784	37.615	38.61	145.703 		3011.79	33.784	37.615	38.61	145.726 		3011.79	33.784	37.615	38.61	146.175 		
2541.96	35.998	40.14	40.487	88.803 		2541.96	35.998	40.14	40.487	89.321 		2541.96	35.998	40.14	40.487	88.792 		2541.96	35.998	40.14	40.487	88.737 		
3233.81	36.129	40.487	41.495	62.825 		3233.81	36.129	40.487	41.495	63.056 		3233.81	36.129	40.487	41.495	62.673 		3233.81	36.129	40.487	41.495	62.506 		
6698.22	32.445	37.278	37.614	127.585 		6698.22	32.445	37.278	37.614	125.531 		6698.22	32.445	37.278	37.614	125.914 		6698.22	32.445	37.278	37.614	125.335 		
3256.99	33.487	37.306	38.255	143.893 		3256.99	33.487	37.306	38.255	144.32 		3256.99	33.487	37.306	38.255	143.898 		3256.99	33.487	37.306	38.255	143.699 		
2667.6	35.556	39.489	39.854	87.017 		2667.6	35.556	39.489	39.854	86.054 		2667.6	35.556	39.489	39.854	87.341 		2667.6	35.556	39.489	39.854	88.095 		
